Word_Corpus_All_Picturebooks,Lemma,Freq_Raw,Word_Narrative_Picturebooks,Lemma,Freq_Raw,Word_Informational_Picturebooks,Lemma,Freq_Raw
buffers,buffer,1,cutiekins,cutiekin,1,,,
footplates,footplate,1,splaty,splaty,1,,,
cartrips,cartrip,1,frilled,frille,1,,,
pozzi,pozzi,1,brolies,brolie,1,,,
peng,peng,1,spanners,spanner,1,,,
sirter,sirter,1,stellas,stella,1,,,
chavs,chavs,1,salesperson,salesperson,1,,,
anywho,anywho,1,ibex,ibex,1,,,
rasheen,rasheen,1,hardboard,hardboard,1,,,
budgeon,budgeon,1,eaked,eaked,1,,,
extinguishing,extinguishing,1,hopppot,hopppot,1,,,
uox,uox,1,glattis,glattis,1,,,
oxferrd,oxferrd,1,weeeeeee,weeeeeee,1,,,
bearmon,bearmon,1,hoham,hoham,1,,,
wmto,wmto,1,readalong,readalong,1,,,
influences,influence,1,penfold,penfold,1,,,
oxfaaahhhrrrrrr,oxfaaahhhrrrrrr,1,dulllest,dulll,1,,,
foid,foid,1,henrik,henrik,1,,,
henders,hender,1,cuzin,cuzin,1,,,
transcribing,transcribe,1,lc,lc,1,,,
oxfurrrr,oxfurrrr,1,tapioca,tapioca,1,,,
woooooaaaaa,woooooaaaaa,1,plating,plate,1,,,
peeka,peeka,1,foots,foot,1,,,
heinie,heinie,1,tante,tante,1,,,
astrophysics,astrophysic,1,celest,celest,1,,,
moil,moil,1,jette,jette,1,,,
typing,type,1,applicant,applicant,1,,,
snacky,snacky,1,pantstastic,pantstastic,1,,,
pleeeeze,pleeeeze,1,sender,sender,1,,,
americano,americano,1,whipple,whipple,1,,,
buuurrrp,buuurrrp,1,zinging,zinge,1,,,
pleasey,pleasey,1,neuter,neuter,1,,,
tenderize,tenderize,1,advocacy,advocacy,1,,,
ribeye,ribeye,1,prevention,prevention,1,,,
flamed,flame,1,poling,poling,1,,,
marinated,marinated,1,glumbly,glumbly,1,,,
apetito,apetito,1,bleeps,bleep,1,,,
rewriting,rewrite,1,nyman,nyman,1,,,
buon,buon,1,nonm,nonm,1,,,
fanatic,fanatic,1,scrunching,scrunch,1,,,
stippler,stippler,1,lazely,lazely,1,,,
reheats,reheat,1,bleeped,bleep,1,,,
tortoga,tortoga,1,howe,howe,1,,,
revisions,revision,1,gen,gen,1,,,
tumors,tumor,1,drover,drover,1,,,
restoring,restore,1,bologna,bologna,1,,,
gaal,gaal,1,thready,thready,1,,,
staright,staright,1,bouncier,bouncy,1,,,
standalone,standalone,1,dullest,dull,1,,,
kanganger,kanganger,1,unjust,unjust,1,,,
glolop,glolop,1,masterson,masterson,1,,,
lcx,lcx,1,uncrankify,uncrankify,1,,,
woen,woen,1,ahhhhhhhh,ahhhhhhhh,1,,,
trifling,trifling,1,snarfing,snarf,1,,,
serenate,serenate,1,medalist,medalist,1,,,
lorises,lorise,1,savagery,savagery,1,,,
tigles,tigles,1,headers,header,1,,,
scoozy,scoozy,1,beddy,beddy,1,,,
hayorns,hayorn,1,millon,millon,1,,,
rejuvenating,rejuvenating,1,idle,idle,1,,,
butterfish,butterfish,1,goodwilly,goodwilly,1,,,
doroy,doroy,1,albaka,albaka,1,,,
piercey,piercey,1,albaca,albaca,1,,,
chirpers,chirper,1,basss,basss,1,,,
dace,dace,1,smarting,smart,1,,,
loveed,love,1,kona,kona,1,,,
outsloshed,outsloshe,1,nexie,nexie,1,,,
filmy,filmy,1,kia,kia,1,,,
miasma,miasma,1,coveralls,coverall,1,,,
microbeads,microbead,1,idly,idly,1,,,
snippet,snippet,1,graft,graft,1,,,
iridescent,iridescent,1,marggo,marggo,1,,,
turttle,turttle,1,cobb,cobb,1,,,
ajar,ajar,1,hundley,hundley,1,,,
zzzs,zzzs,1,frazee,frazee,1,,,
dreamzzzzz,dreamzzzzz,1,cajun,cajun,1,,,
perpetrator,perpetrator,1,nezle,nezle,1,,,
citywide,citywide,1,marla,marla,1,,,
timepieces,timepiece,1,rampured,rampure,1,,,
perps,perps,1,axed,axe,1,,,
dawling,dawle,1,elmoro,elmoro,1,,,
devilfish,devilfish,1,lickin,lickin,1,,,
reopening,reopening,1,championz,championz,1,,,
applaused,applause,1,swampy,swampy,1,,,
pazilla,pazilla,1,nebuli,nebuli,1,,,
torah,torah,1,menaged,menaged,1,,,
buzzilla,buzzilla,1,wheeeeee,wheeeeee,1,,,
fada,fada,1,impersonate,impersonate,1,,,
peyote,peyote,1,wucky,wucky,1,,,
tuga,tuga,1,homeschoolers,homeschooler,1,,,
froakie,froakie,1,elemento,elemento,1,,,
muskrats,muskrats,1,spiff,spiff,1,,,
saddlestitch,saddlestitch,1,tuv,tuv,1,,,
liberian,liberian,1,lm,lm,1,,,
liers,lier,1,uv,uv,1,,,
certo,certo,1,ations,ation,1,,,
chuffs,chuff,1,champen,champen,1,,,
munsayac,munsayac,1,bores,bore,1,,,
bezilla,bezilla,1,spacey,spacey,1,,,
tremolina,tremolina,1,overstaying,overstay,1,,,
essence,essence,1,rucksack,rucksack,1,,,
instep,instep,1,scotton,scotton,1,,,
drowsing,drowse,1,moogly,moogly,1,,,
seaorse,seaorse,1,puggly,puggly,1,,,
skimm,skimm,1,mamoto,mamoto,1,,,
botom,botom,1,sowwy,sowwy,1,,,
gucci,gucci,1,adhi,adhi,1,,,
clux,clux,1,conked,conk,1,,,
desired,desire,1,suroma,suroma,1,,,
inged,inge,1,canano,canano,1,,,
pings,ping,1,feris,feris,1,,,
timbuk,timbuk,1,alphabetized,alphabetize,1,,,
boars,boar,1,seroma,seroma,1,,,
saundra,saundra,1,chong,chong,1,,,
burrs,burr,1,pinkley,pinkley,1,,,
selective,selective,1,casadella,casadella,1,,,
alackaday,alackaday,1,brunt,brunt,1,,,
spluttering,splutter,1,vst,vst,1,,,
whooshing,whoosh,1,sayonara,sayonara,1,,,
lange,lange,1,cate,cate,1,,,
leas,lea,1,poolool,poolool,1,,,
rata,rata,1,housebound,housebound,1,,,
ranat,ranat,1,evading,evade,1,,,
bootel,bootel,1,moyo,moyo,1,,,
geralt,geralt,1,blanks,blank,1,,,
plantart,plantart,1,twling,twle,1,,,
aro,aro,1,wallets,wallet,1,,,
chup,chup,1,bosow,bosow,1,,,
cheaped,cheape,1,boarder,boarder,1,,,
forelocks,forelock,1,bather,bather,1,,,
forelock,forelock,1,yeeeeeeeeeeees,yeeeeeeeeeeees,1,,,
aspa,aspa,1,sabre,sabre,1,,,
carting,cart,1,dubious,dubious,1,,,
helikowski,helikowski,1,rollick,rollick,1,,,
sioux,sioux,1,baaack,baaack,1,,,
leen,leen,1,sissu,sissu,1,,,
butte,butte,1,bronwin,bronwin,1,,,
petruso,petruso,1,ammer,ammer,1,,,
stagecoaches,stagecoach,1,cisil,cisil,1,,,
waltzer,waltzer,1,sherri,sherri,1,,,
quince,quince,1,duskey,duskey,1,,,
jumpsuits,jumpsuit,1,misdeeds,misdeed,1,,,
articulars,articular,1,pilkington,pilkington,1,,,
asru,asru,1,rowena,rowena,1,,,
kango,kango,1,redelott,redelott,1,,,
flouncy,flouncy,1,llamaaaa,llamaaaa,1,,,
nextor,nextor,1,greedier,greedy,1,,,
trancy,trancy,1,zombunny,zombunny,1,,,
neckerchief,neckerchief,1,misspended,misspend,1,,,
tickers,ticker,1,exacts,exact,1,,,
oblig,oblig,1,craves,crave,1,,,
giy,giy,1,countered,counter,1,,,
gentlemanly,gentlemanly,1,ttwn,ttwn,1,,,
devising,devise,1,apologetically,apologetically,1,,,
turnovers,turnover,1,happyland,happyland,1,,,
arrrrrrrrr,arrrrrrrrr,1,hankered,hankered,1,,,
fumiruk,fumiruk,1,butchers,butchers,1,,,
fazeel,fazeel,1,checkmate,checkmate,1,,,
jumpsuit,jumpsuit,1,jailbird,jailbird,1,,,
uncreative,uncreative,1,bargained,bargain,1,,,
manuscript,manuscript,1,manageable,manageable,1,,,
editing,editing,1,entice,entice,1,,,
dao,dao,1,vending,vending,1,,,
amended,amend,1,mannequin,mannequin,1,,,
cydney,cydney,1,starchy,starchy,1,,,
revision,revision,1,pantsless,pantsless,1,,,
voraciously,voraciously,1,tidl,tidl,1,,,
interruptus,interruptus,1,postmark,postmark,1,,,
piggly,piggly,1,kingom,kingom,1,,,
legalities,legality,1,ation,ation,1,,,
similarity,similarity,1,finessi,finessi,1,,,
fazil,fazil,1,sync,sync,1,,,
readle,readle,1,wickedly,wickedly,1,,,
darkens,darken,1,conflicted,conflict,1,,,
stinkled,stinkle,1,wats,wat,1,,,
ooooo,ooooo,1,watsites,watsites,1,,,
ooooooooooooooo,ooooooooooooooo,1,watsets,watsets,1,,,
persevered,persevere,1,scooch,scooch,1,,,
norfolk,norfolk,1,whitby,whitby,1,,,
orva,orva,1,dayan,dayan,1,,,
orally,orally,1,tenaciously,tenaciously,1,,,
orif,orif,1,cag,cag,1,,,
appreci,appreci,1,fluffily,fluffily,1,,,
orf,orf,1,clotheslines,clothesline,1,,,
fishnets,fishnet,1,slackers,slackers,1,,,
orph,orph,1,poporn,poporn,1,,,
lunjisa,lunjisa,1,peew,peew,1,,,
catastrophes,catastrophe,1,buzzier,buzzi,1,,,
getter,getter,1,sustain,sustain,1,,,
homologue,homologue,1,maack,maack,1,,,
kune,kune,1,canie,canie,1,,,
malla,malla,1,phineas,phineas,1,,,
squatchch,squatchch,1,noie,noie,1,,,
herky,herky,1,whyoming,whyome,1,,,
bolting,bolt,1,potatoey,potatoey,1,,,
scattling,scattle,1,pewi,pewi,1,,,
scued,scue,1,unnown,unnown,1,,,
boal,boal,1,raas,raas,1,,,
squirch,squirch,1,kogan,kogan,1,,,
oozy,oozy,1,southernland,southernland,1,,,
rushton,rushton,1,thep,thep,1,,,
wakaoo,wakaoo,1,stripier,stripy,1,,,
glutenree,glutenree,1,anticipating,anticipate,1,,,
myrs,myr,1,parences,parence,1,,,
sorrowing,sorrow,1,explanations,explanation,1,,,
kippy,kippy,1,vista,vista,1,,,
havei,havei,1,unpleasantly,unpleasantly,1,,,
sherking,sherke,1,mynah,mynah,1,,,
breasting,breast,1,perer,perer,1,,,
sliiiiightly,sliiiiightly,1,ailani,ailani,1,,,
flim,flim,1,trapper,trapper,1,,,
smirking,smirk,1,bugos,bugo,1,,,
wannabes,wannabe,1,kauai,kauai,1,,,
inimitable,inimitable,1,stinkked,stinkke,1,,,
montage,montage,1,putrid,putrid,1,,,
instawitch,instawitch,1,slloshing,slloshe,1,,,
everwhere,everwhere,1,bordering,border,1,,,
jing,jing,1,angor,angor,1,,,
matah,matah,1,tod,tod,1,,,
warhorse,warhorse,1,weaking,weake,1,,,
midstroll,midstroll,1,initially,initially,1,,,
mightite,mightite,1,kratchet,kratchet,1,,,
lamplight,lamplight,1,contributions,contribution,1,,,
scamed,scam,1,existing,exist,1,,,
meled,mele,1,grah,grah,1,,,
ceas,cea,1,invest,invest,1,,,
readings,reading,1,doorner,doorner,1,,,
klutz,klutz,1,harump,harump,1,,,
fatalistic,fatalistic,1,jonar,jonar,1,,,
anythingest,anything,1,chice,chice,1,,,
happye,happye,1,dismissing,dismiss,1,,,
defence,defence,1,politics,politic,1,,,
originates,originate,1,miserly,miserly,1,,,
growwwlll,growwwlll,1,jollier,jolly,1,,,
rugrat,rugrat,1,doz,doz,1,,,
ssshhh,ssshhh,1,colleen,colleen,1,,,
ker,ker,1,whelm,whelm,1,,,
vicinity,vicinity,1,treasuring,treasure,1,,,
joon,joon,1,catalan,catalan,1,,,
invoked,invoke,1,ghoster,ghoster,1,,,
youuuu,youuuu,1,sedora,sedora,1,,,
jeet,jeet,1,marrow,marrow,1,,,
pffft,pffft,1,cripped,crippe,1,,,
somethingiest,somethingi,1,kelden,kelden,1,,,
caliente,caliente,1,woodsworth,woodsworth,1,,,
emociÃ³n,emociÃ³n,1,hippas,hippas,1,,,
bonibo,bonibo,1,sirtopham,sirtopham,1,,,
inaccurate,inaccurate,1,certa,certa,1,,,
bullis,bullis,1,toted,tote,1,,,
naja,naja,1,certofamhat,certofamhat,1,,,
onesie,onesie,1,clothings,clothing,1,,,
unlinky,unlinky,1,spooksville,spooksville,1,,,
omado,omado,1,talbet,talbet,1,,,
backpackers,backpacker,1,wetting,wet,1,,,
stadiums,stadium,1,rosenal,rosenal,1,,,
langas,langas,1,wonking,wonke,1,,,
multidialectal,multidialectal,1,lookie,lookie,1,,,
getters,getter,1,weans,wean,1,,,
ental,ental,1,proing,proe,1,,,
sunray,sunray,1,pestering,pester,1,,,
ows,ows,1,motivated,motivate,1,,,
fictitious,fictitious,1,lovees,love,1,,,
takis,takis,1,astic,astic,1,,,
bolant,bolant,1,trespassing,trespassing,1,,,
longy,longy,1,chocolaty,chocolaty,1,,,
freestyle,freestyle,1,rbit,rbit,1,,,
senzel,senzel,1,barb,barb,1,,,
shapera,shapera,1,turtlenecks,turtleneck,1,,,
mariam,mariam,1,weaked,weake,1,,,
gojo,gojo,1,contined,contine,1,,,
hamle,hamle,1,kiny,kiny,1,,,
theck,theck,1,groggedly,groggedly,1,,,
christm,christm,1,lizza,lizza,1,,,
melure,melure,1,greenberg,greenberg,1,,,
spladger,spladger,1,moraski,moraski,1,,,
moondrops,moondrop,1,bulldo,bulldo,1,,,
hawyee,hawyee,1,bablet,bablet,1,,,
clobbers,clobber,1,ramshackle,ramshackle,1,,,
tumbleweed,tumbleweed,1,sy,sy,1,,,
styled,style,1,cuddlefish,cuddlefish,1,,,
smolder,smolder,1,gwin,gwin,1,,,
shis,shis,1,dissuit,dissuit,1,,,
sniles,snile,1,eggcorns,eggcorn,1,,,
shielding,shield,1,crunchies,crunchie,1,,,
jiving,jive,1,furman,furman,1,,,
parsnips,parsnip,1,sff,sff,1,,,
foggs,foggs,1,paty,paty,1,,,
tombbores,tombbores,1,deeron,deeron,1,,,
fogues,fogue,1,hangle,hangle,1,,,
laked,lake,1,badlands,badlands,1,,,
dadmar,dadmar,1,tasked,tasked,1,,,
speakaking,speakake,1,inspirations,inspirations,1,,,
elas,elas,1,monaa,monaa,1,,,
vampirey,vampirey,1,nanik,nanik,1,,,
jaggy,jaggy,1,pono,pono,1,,,
sivold,sivold,1,quant,quant,1,,,
valoso,valoso,1,andara,andara,1,,,
steg,steg,1,eso,eso,1,,,
bluegrass,bluegrass,1,exasperating,exasperating,1,,,
sanitized,sanitize,1,galio,galio,1,,,
sanitizing,sanitize,1,pzle,pzle,1,,,
unagi,unagi,1,artb,artb,1,,,
vended,vend,1,overtook,overtake,1,,,
snoozes,snooze,1,creativ,creativ,1,,,
thoseville,thoseville,1,flippings,flipping,1,,,
greyhound,greyhound,1,octa,octa,1,,,
korns,korns,1,bastial,bastial,1,,,
sashimi,sashimi,1,bastile,bastile,1,,,
tonato,tonato,1,nraam,nraam,1,,,
ellison,ellison,1,catholics,catholics,1,,,
bedecked,bedeck,1,religions,religion,1,,,
tostada,tostada,1,gara,gara,1,,,
nebulae,nebulae,1,seism,seism,1,,,
harshest,harsh,1,betweeny,betweeny,1,,,
bonan,bonan,1,youtubers,youtubers,1,,,
gherkins,gherkin,1,bronto,bronto,1,,,
damburi,damburi,1,sorous,sorous,1,,,
coleplays,coleplay,1,baban,baban,1,,,
sprayyyyyyyyy,sprayyyyyyyyy,1,ches,che,1,,,
unimaid,unimaid,1,halam,halam,1,,,
germify,germify,1,notic,notic,1,,,
choooooooo,choooooooo,1,merr,merr,1,,,
disoriented,disorient,1,phytolanton,phytolanton,1,,,
rothman,rothman,1,chrysa,chrysa,1,,,
gingercorns,gingercorns,1,wordlessly,wordlessly,1,,,
yeahhhh,yeahhhh,1,rubal,rubal,1,,,
unimer,unimer,1,diarama,diarama,1,,,
sparklerific,sparklerific,1,melodically,melodically,1,,,
mermicorn,mermicorn,1,yooo,yooo,1,,,
unicornicopia,unicornicopia,1,tomor,tomor,1,,,
moosi,moosi,1,grossers,grosser,1,,,
meece,meece,1,fug,fug,1,,,
mooses,mooses,1,triming,trim,1,,,
snowpigicorn,snowpigicorn,1,lat,lat,1,,,
pitos,pitos,1,myud,myud,1,,,
amashed,amashe,1,rorted,rorte,1,,,
fivetime,fivetime,1,nextdoor,nextdoor,1,,,
clemente,clemente,1,daman,daman,1,,,
sangin,sangin,1,mths,mth,1,,,
pussycat,pussycat,1,resonates,resonate,1,,,
wolof,wolof,1,ge,ge,1,,,
gagra,gagra,1,butterfli,butterfli,1,,,
jera,jera,1,weeed,weeed,1,,,
adopting,adopt,1,terbly,terbly,1,,,
rangolies,rangolie,1,tided,tide,1,,,
hadd,hadd,1,bagette,bagette,1,,,
palmus,palmus,1,seemingly,seemingly,1,,,
gagas,gagas,1,artart,artart,1,,,
milkure,milkure,1,whz,whz,1,,,
pelletero,pelletero,1,christmases,christmases,1,,,
whacks,whack,1,sunshines,sunshine,1,,,
cielo,cielo,1,twanky,twanky,1,,,
southbound,southbound,1,twan,twan,1,,,
shaa,shaa,1,pantomime,pantomime,1,,,
cleanses,cleanse,1,jy,jy,1,,,
cheeru,cheeru,1,stubbor,stubbor,1,,,
okayed,okay,1,indeeda,indeeda,1,,,
psychologist,psychologist,1,cutouts,cutout,1,,,
duktuk,duktuk,1,priz,priz,1,,,
aunty,aunty,1,nurs,nur,1,,,
vaya,vaya,1,stck,stck,1,,,
manga,manga,1,purier,purier,1,,,
jiru,jiru,1,invested,invest,1,,,
mangusu,mangusu,1,slugged,slug,1,,,
lovell,lovell,1,trotter,trotter,1,,,
churu,churu,1,trotters,trotters,1,,,
cheero,cheero,1,debake,debake,1,,,
churra,churra,1,slog,slog,1,,,
bahahaha,bahahaha,1,furrier,furrier,1,,,
mangasura,mangasura,1,euclotimus,euclotimus,1,,,
seÃ±or,seÃ±or,1,sluggable,sluggable,1,,,
gaucho,gaucho,1,craziness,craziness,1,,,
norand,norand,1,snotomous,snotomous,1,,,
tomatillos,tomatillo,1,bottomus,bottomus,1,,,
madus,madus,1,chokomas,chokoma,1,,,
mlas,mla,1,chippo,chippo,1,,,
triples,triple,1,cavorted,cavort,1,,,
lunchtimes,lunchtime,1,cuss,cuss,1,,,
ariba,ariba,1,wildebeest,wildebeest,1,,,
robotics,robotic,1,wildebeests,wildebeest,1,,,
refried,refried,1,mao,mao,1,,,
beled,bele,1,squabbbling,squabbbling,1,,,
arion,arion,1,anteter,anteter,1,,,
venue,venue,1,grandmatime,grandmatime,1,,,
olgo,olgo,1,facelift,facelift,1,,,
gip,gip,1,piddle,piddle,1,,,
snuffleus,snuffleus,1,dehydration,dehydration,1,,,
cartier,cartier,1,stoat,stoat,1,,,
thums,thum,1,exemplary,exemplary,1,,,
bionics,bionics,1,coastery,coastery,1,,,
pampas,pampas,1,sophistication,sophistication,1,,,
chunga,chunga,1,depiction,depiction,1,,,
mÃ©ndez,mÃ©ndez,1,reviews,review,1,,,
saied,saied,1,lippy,lippy,1,,,
yamile,yamile,1,rotimus,rotimus,1,,,
quenched,quench,1,tloop,tloop,1,,,
bigness,bigness,1,treachery,treachery,1,,,
serenated,serenate,1,ipod,ipod,1,,,
tonyy,tonyy,1,worly,worly,1,,,
ankallosaurus,ankallosaurus,1,realzies,realzie,1,,,
archopterics,archopterics,1,volley,volley,1,,,
comsnath,comsnath,1,nervy,nervy,1,,,
utaraptor,utaraptor,1,merinis,merinis,1,,,
platiosaurus,platiosaurus,1,liss,liss,1,,,
tyrannodon,tyrannodon,1,ingrown,ingrown,1,,,
pachisphalosaurus,pachisphalosaurus,1,airp,airp,1,,,
velez,velez,1,mermones,mermone,1,,,
lp,lp,1,inhabit,inhabit,1,,,
bryant,bryant,1,rhop,rhop,1,,,
galina,galina,1,rubes,rube,1,,,
frogalina,frogalina,1,puted,put,1,,,
zunk,zunk,1,bigfooters,bigfooter,1,,,
ioi,ioi,1,impose,impose,1,,,
zoosh,zoosh,1,saxophon,saxophon,1,,,
homem,homem,1,lambtime,lambtime,1,,,
frogula,frogula,1,undeterred,undeterred,1,,,
socked,sock,1,professionally,professionally,1,,,
wickedest,wicked,1,spotamus,spotamus,1,,,
tetherball,tetherball,1,breezel,breezel,1,,,
foreclosure,foreclosure,1,exposing,expose,1,,,
tkd,tkd,1,seatmen,seatman,1,,,
gyerim,gyerim,1,heatman,heatman,1,,,
sg,sg,1,sopotamus,sopotamus,1,,,
cei,cei,1,suttimus,suttimus,1,,,
covetous,covetous,1,nosemus,nosemus,1,,,
frogina,frogina,1,futivas,futivas,1,,,
feeler,feeler,1,spotimus,spotimus,1,,,
heho,heho,1,spartanus,spartanus,1,,,
dispel,dispel,1,kesselman,kesselman,1,,,
maxon,maxon,1,fendler,fendler,1,,,
fraction,fraction,1,washcloth,washcloth,1,,,
unscrews,unscrew,1,dewdrops,dewdrop,1,,,
spitball,spitball,1,doble,doble,1,,,
ort,ort,1,picklicious,picklicious,1,,,
oes,oes,1,continuation,continuation,1,,,
chocolatecovered,chocolatecovere,1,vanill,vanill,1,,,
oda,oda,1,notch,notch,1,,,
lashing,lashing,1,goldenrod,goldenrod,1,,,
osing,ose,1,snowlight,snowlight,1,,,
mers,mer,1,refund,refund,1,,,
overt,overt,1,rolanda,rolanda,1,,,
rockiest,rocky,1,simpkin,simpkin,1,,,
oct,oct,1,uon,uon,1,,,
thornney,thornney,1,georgian,georgian,1,,,
metaphor,metaphor,1,tiggywinkles,tiggywinkle,1,,,
ooby,ooby,1,nudie,nudie,1,,,
aspirin,aspirin,1,squeeeee,squeeeee,1,,,
capinia,capinia,1,brining,brine,1,,,
hein,hein,1,peterriffic,peterriffic,1,,,
helmy,helmy,1,chaaaaance,chaaaaance,1,,,
butat,butat,1,ugogo,ugogo,1,,,
syracuse,syracuse,1,musi,musi,1,,,
choco,choco,1,yougogos,yougogo,1,,,
gravensteins,gravenstein,1,fagan,fagan,1,,,
solvers,solver,1,atilla,atilla,1,,,
blat,blat,1,bidii,bidii,1,,,
yutsu,yutsu,1,pickletastrophe,pickletastrophe,1,,,
schnauze,schnauze,1,entails,entail,1,,,
leima,leima,1,surrealist,surrealist,1,,,
patuniius,patuniius,1,dali,dali,1,,,
cortland,cortland,1,commune,commune,1,,,
crimping,crimp,1,afterthought,afterthought,1,,,
squitched,squitche,1,refundable,refundable,1,,,
mcrog,mcrog,1,assertive,assertive,1,,,
blueberri,blueberri,1,foury,foury,1,,,
reptilian,reptilian,1,chovies,chovie,1,,,
squidge,squidge,1,takera,takera,1,,,
parsnip,parsnip,1,hye,hye,1,,,
tenderest,tender,1,selca,selca,1,,,
mckish,mckish,1,sportback,sportback,1,,,
biano,biano,1,lp,lp,1,,,
willowthon,willowthon,1,ets,ets,1,,,
hillock,hillock,1,atessa,atessa,1,,,
alessandra,alessandra,1,anonymously,anonymously,1,,,
thankle,thankle,1,goyom,goyom,1,,,
gingersnaps,gingersnap,1,takaria,takaria,1,,,
sickberry,sickberry,1,aesthetics,aesthetics,1,,,
pralines,praline,1,iguyo,iguyo,1,,,
kazam,kazam,1,wook,wook,1,,,
demolition,demolition,1,kkain,kkain,1,,,
northstar,northstar,1,millsby,millsby,1,,,
sseol,sseol,1,kem,kem,1,,,
putex,putex,1,putter,putter,1,,,
ashka,ashka,1,exe,exe,1,,,
brainless,brainless,1,kakaotalk,kakaotalk,1,,,
scus,scus,1,lexy,lexy,1,,,
clunky,clunky,1,jujube,jujube,1,,,
sutine,sutine,1,diat,diat,1,,,
clerico,clerico,1,oreal,oreal,1,,,
regards,regard,1,ramitude,ramitude,1,,,
lacquer,lacquer,1,kie,kie,1,,,
dummies,dummy,1,upe,upe,1,,,
ccel,ccel,1,teet,teet,1,,,
ìŽ”,ìŽ”,1,glar,glar,1,,,
í,í,1,framing,frame,1,,,
ì§€,ì§€,1,skeptic,skeptic,1,,,
unicor,unicor,1,positivity,positivity,1,,,
bage,bage,1,quizzes,quiz,1,,,
sepsis,sepsis,1,thisworld,thisworld,1,,,
whomever,whomever,1,liberhang,liberhang,1,,,
unstuffed,unstuffed,1,masango,masango,1,,,
quicked,quicke,1,bookdash,bookdash,1,,,
unequal,unequal,1,piggish,piggish,1,,,
crawford,crawford,1,authentique,authentique,1,,,
boying,boye,1,peony,peony,1,,,
uplifts,uplift,1,honing,hone,1,,,
external,external,1,flats,flat,1,,,
uhuh,uhuh,1,coordinated,coordinated,1,,,
rowed,row,1,piqued,pique,1,,,
paghetti,paghetti,1,waterloo,waterloo,1,,,
birthy,birthy,1,entitlement,entitlement,1,,,
glover,glover,1,bonsoir,bonsoir,1,,,
nashes,nashe,1,whoppers,whopper,1,,,
boyce,boyce,1,regard,regard,1,,,
rankin,rankin,1,horseplay,horseplay,1,,,
ifrs,ifrs,1,monsu,monsu,1,,,
frx,frx,1,dachshun,dachshun,1,,,
sisan,sisan,1,authentically,authentically,1,,,
wooded,woode,1,katelyn,katelyn,1,,,
chio,chio,1,aronson,aronson,1,,,
mamiya,mamiya,1,fabulousness,fabulousness,1,,,
vortex,vortex,1,pianists,pianist,1,,,
chidae,chidae,1,nbd,nbd,1,,,
suku,suku,1,yayyy,yayyy,1,,,
vaccinate,vaccinate,1,poste,poste,1,,,
hu,hu,1,pianist,pianist,1,,,
imna,imna,1,perfumers,perfumers,1,,,
afflictions,affliction,1,kaitlyn,kaitlyn,1,,,
depressors,depressor,1,knowwww,knowwww,1,,,
wacko,wacko,1,piaf,piaf,1,,,
oid,oid,1,secondaries,secondary,1,,,
flasher,flasher,1,coro,coro,1,,,
poinsettias,poinsettia,1,chromatic,chromatic,1,,,
magdalene,magdalene,1,goldalicious,goldalicious,1,,,
antills,antill,1,detained,detain,1,,,
narang,narang,1,vandalized,vandalize,1,,,
forgos,forgo,1,nini,nini,1,,,
yom,yom,1,backgrounds,background,1,,,
shason,shason,1,snoozers,snoozer,1,,,
seol,seol,1,neelius,neelius,1,,,
nipmuck,nipmuck,1,pigos,pigo,1,,,
gans,gans,1,pallor,pallor,1,,,
olala,olala,1,fiddled,fiddle,1,,,
rayman,rayman,1,complimentary,complimentary,1,,,
onandaga,onandaga,1,pizzazzy,pizzazzy,1,,,
ojibwe,ojibwe,1,processions,procession,1,,,
arapaho,arapaho,1,accurately,accurately,1,,,
apache,apache,1,unearth,unearth,1,,,
abanaki,abanaki,1,goosy,goosy,1,,,
wasd,wasd,1,munchen,munchen,1,,,
clasp,clasp,1,zola,zola,1,,,
schick,schick,1,keema,keema,1,,,
colorization,colorization,1,dutifully,dutifully,1,,,
blasphemy,blasphemy,1,beeh,beeh,1,,,
sidle,sidle,1,bumpkin,bumpkin,1,,,
chirruped,chirrup,1,upturn,upturn,1,,,
crazies,crazies,1,gluttonous,gluttonous,1,,,
crazed,craze,1,fouly,fouly,1,,,
ogar,ogar,1,dox,dox,1,,,
bakefuls,bakeful,1,glute,glute,1,,,
clothfuls,clothful,1,dishonest,dishonest,1,,,
creepies,creepie,1,culturally,culturally,1,,,
powerfuls,powerfuls,1,muts,mut,1,,,
dizzly,dizzly,1,devoting,devote,1,,,
stereo,stereo,1,rireked,rireke,1,,,
madly,madly,1,rancid,rancid,1,,,
lck,lck,1,doubling,double,1,,,
toop,toop,1,ambition,ambition,1,,,
trel,trel,1,taboo,taboo,1,,,
steton,steton,1,lsc,lsc,1,,,
mopy,mopy,1,meul,meul,1,,,
colle,colle,1,sr,sr,1,,,
foxtown,foxtown,1,carnitas,carnita,1,,,
tangerines,tangerine,1,setic,setic,1,,,
fiing,fie,1,fery,fery,1,,,
loxtown,loxtown,1,insomnia,insomnia,1,,,
frecklefox,frecklefox,1,merengue,merengue,1,,,
hideaways,hideaway,1,fritas,frita,1,,,
wayde,wayde,1,gorditas,gorditas,1,,,
gallions,gallion,1,cancion,cancion,1,,,
luffy,luffy,1,mexicano,mexicano,1,,,
flashbulbs,flashbulbs,1,cumbia,cumbia,1,,,
bloed,bloe,1,bachata,bachata,1,,,
banshees,banshee,1,mambo,mambo,1,,,
